id	GeneSymbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	EnsemblGene	EnsemblTranscript	EntrezID
ENSG00000267254.4	NA	15.35142913	-1.565709008	0.604310575	-2.590901223	0.009572496	0.046275524	ENSG00000267254	ENST00000587278;ENST00000587413;ENST00000588906;ENST00000589556	284408
ENSG00000113249.11	HAVCR1	28.50589946	-1.565651598	0.497620914	-3.146273708	0.001653652	0.012003405	ENSG00000113249	ENST00000339252;ENST00000517644;ENST00000518745;ENST00000522693;ENST00000523175;ENST00000625904	26762
ENSG00000253270.1	NA	4.938126156	-1.564434579	1.094840384	-1.428915669	0.153028473	0.327659503	ENSG00000253270	ENST00000519803	---
ENSG00000232684.1	ATP11A-AS1	17.75896358	-1.564000654	0.515791831	-3.032232308	0.002427523	0.016230158	ENSG00000232684	ENST00000446442	100874205
ENSG00000152785.6	BMP3	5.928199116	-1.563876705	1.279696064	-1.222068856	0.221681589	0.416831015	ENSG00000152785	ENST00000282701	651
ENSG00000244161.1	FLNB-AS1	12.26314076	-1.563212572	0.614521436	-2.543788516	0.010965745	0.051143995	ENSG00000244161	ENST00000472922;ENST00000488720	105377105
ENSG00000253755.1	IGHGP	8.423143179	-1.562731772	0.687668825	-2.272506351	0.023055945	0.088301662	ENSG00000253755	ENST00000390555	---
ENSG00000277310.1	NA	6.121760981	-1.562283097	1.163733555	-1.342474909	0.179442061	0.36275543	ENSG00000277310	ENST00000616499	---
ENSG00000183542.5	KLRC4	58.31179066	-1.561880408	0.628034691	-2.486933336	0.012884954	0.057439565	ENSG00000183542	ENST00000309384	8302
ENSG00000205209.6	SCGB2B2	8.545539404	-1.56174001	0.82579982	-1.89118473	0.058599689	0.170352536	ENSG00000205209	ENST00000379204;ENST00000595326;ENST00000601241	284402
ENSG00000154856.11	APCDD1	6.486341741	-1.561711477	0.860695458	-1.814476262	0.069604434	0.191672937	ENSG00000154856	ENST00000355285;ENST00000423585;ENST00000578882;ENST00000579685;ENST00000582723;ENST00000584596	147495
ENSG00000099889.12	ARVCF	21.46143748	-1.561116162	0.454507315	-3.434743759	0.000593114	0.005270226	ENSG00000099889	ENST00000263207;ENST00000401994;ENST00000406259;ENST00000406522;ENST00000462319;ENST00000467828;ENST00000473551;ENST00000480792;ENST00000487793;ENST00000492625;ENST00000495096	421
ENSG00000224638.1	NA	2.715733192	-1.560436258	1.309309465	-1.191800946	0.233339305	0.431092183	ENSG00000224638	ENST00000418620	---
ENSG00000270917.1	NA	2.750508905	-1.560281628	1.386746488	-1.125138331	0.260530421	0.462374209	ENSG00000270917	ENST00000603920	---
ENSG00000159618.14	ADGRG5	181.6544432	-1.560114333	0.288606423	-5.405681257	6.46E-08	2.20E-06	ENSG00000159618	ENST00000340339;ENST00000349457;ENST00000394361;ENST00000564607;ENST00000564983;ENST00000569839;ENST00000615867	221188
ENSG00000188710.2	QRFP	4.022019085	-1.559171844	1.029217033	-1.51491065	0.129795033	0.295019257	ENSG00000188710	ENST00000343079;ENST00000623824	347148
ENSG00000072952.17	MRVI1	925.7436536	-1.558140796	0.27614664	-5.642439823	1.68E-08	6.44E-07	ENSG00000072952	ENST00000423302;ENST00000424001;ENST00000526414;ENST00000527509;ENST00000529068;ENST00000529448;ENST00000529471;ENST00000529547;ENST00000531107;ENST00000531308;ENST00000531786;ENST00000532037;ENST00000533631;ENST00000534266;ENST00000541483;ENST00000547195;ENST00000558540	10335
ENSG00000206561.11	COLQ	50.0896573	-1.557702552	0.439216697	-3.546546755	0.000390315	0.003779906	ENSG00000206561	ENST00000383781;ENST00000383786;ENST00000383788;ENST00000603469;ENST00000603752;ENST00000603808;ENST00000604401;ENST00000605797	8292
ENSG00000005448.15	WDR54	32.0253867	-1.557421365	0.533912168	-2.916999199	0.003534167	0.021694586	ENSG00000005448	ENST00000348227;ENST00000409791;ENST00000426787;ENST00000461531;ENST00000465134;ENST00000468778;ENST00000469321;ENST00000469932;ENST00000475328;ENST00000480089;ENST00000482605;ENST00000482880;ENST00000493982	84058
ENSG00000211941.3	IGHV3-11	4.711308638	-1.55730147	1.063508116	-1.464306145	0.143110319	0.314443146	ENSG00000211941	ENST00000390601	---
ENSG00000243477.4	NAT6	62.44197738	-1.557106449	0.396868352	-3.923483541	8.73E-05	0.001114213	ENSG00000243477	ENST00000354862;ENST00000417393;ENST00000442620;ENST00000443094;ENST00000443842;ENST00000450489;ENST00000452674	24142
ENSG00000224114.1	NA	65.69757653	-1.556757382	0.437505089	-3.558261194	0.000373318	0.003649587	ENSG00000224114	ENST00000451736	---
ENSG00000278903.2	NA	4.636877628	-1.556582295	1.24709338	-1.248168196	0.211969468	0.404889126	ENSG00000278903	ENST00000623738;ENST00000623989;ENST00000624165;ENST00000624576;ENST00000624847	---
ENSG00000129214.13	SHBG	5.365998869	-1.556345264	1.013920708	-1.534977294	0.124789406	0.287249484	ENSG00000129214	ENST00000340624;ENST00000380450;ENST00000416273;ENST00000441599;ENST00000570353;ENST00000570527;ENST00000570547;ENST00000571153;ENST00000572182;ENST00000572262;ENST00000574539;ENST00000575314;ENST00000575618;ENST00000575729;ENST00000575903;ENST00000576152;ENST00000576478;ENST00000576728;ENST00000576747;ENST00000576830;ENST00000624152	6462
ENSG00000137103.15	TMEM8B	15.14877377	-1.556244217	0.564037497	-2.759114818	0.005795817	0.031608334	ENSG00000137103	ENST00000377988;ENST00000377991;ENST00000377996;ENST00000439587;ENST00000464519;ENST00000472010;ENST00000473947;ENST00000490199	51754
ENSG00000198574.5	SH2D1B	282.8405168	-1.555578768	0.338954302	-4.58934658	4.45E-06	8.88E-05	ENSG00000198574	ENST00000367929;ENST00000493550	117157
ENSG00000080854.13	IGSF9B	18.14173112	-1.555130329	0.605139884	-2.569869166	0.010173693	0.04841183	ENSG00000080854	ENST00000321016;ENST00000526663;ENST00000527648;ENST00000530957;ENST00000533160;ENST00000533871;ENST00000564347	22997
ENSG00000115523.15	GNLY	2418.349537	-1.554821772	0.397200772	-3.914448016	9.06E-05	0.001150013	ENSG00000115523	ENST00000263863;ENST00000409696;ENST00000464298;ENST00000470974;ENST00000482900;ENST00000488945;ENST00000489214;ENST00000489980;ENST00000491234;ENST00000524600;ENST00000526018;ENST00000531685;ENST00000533041;ENST00000534351	10578
ENSG00000169991.9	IFFO2	252.188338	-1.553721206	0.300908547	-5.163433286	2.42E-07	7.29E-06	ENSG00000169991	ENST00000355609;ENST00000416166;ENST00000455833	126917
ENSG00000143630.8	HCN3	5.52383477	-1.55340518	1.13825506	-1.364725039	0.172339487	0.35348034	ENSG00000143630	ENST00000368358;ENST00000467204;ENST00000492035;ENST00000496230	57657
ENSG00000128285.4	MCHR1	5.106447299	-1.552921163	1.365896581	-1.136924409	0.255569887	0.45709921	ENSG00000128285	ENST00000249016;ENST00000381433;ENST00000465662;ENST00000498400	2847
ENSG00000241549.7	GUSBP2	11.514444	-1.552714263	0.728608458	-2.131068129	0.03308353	0.113767224	ENSG00000241549	ENST00000463434;ENST00000479900;ENST00000492832	387036
ENSG00000156475.17	PPP2R2B	156.589478	-1.551810194	0.36382803	-4.26522991	2.00E-05	0.000325151	ENSG00000156475	ENST00000336640;ENST00000394409;ENST00000394411;ENST00000394413;ENST00000394414;ENST00000453001;ENST00000502876;ENST00000504198;ENST00000504565;ENST00000508267;ENST00000508545;ENST00000509721;ENST00000512011;ENST00000512639;ENST00000512984;ENST00000515880;ENST00000520231;ENST00000522831;ENST00000528601;ENST00000530902;ENST00000532154	5521
ENSG00000279050.1	PWAR1	4.573098135	-1.550636632	1.214553851	-1.276712952	0.201703607	0.391917664	ENSG00000279050	ENST00000624188	145624
ENSG00000136425.11	CIB2	6.439829772	-1.548338699	0.935710723	-1.654719413	0.097981427	0.243484874	ENSG00000136425	ENST00000258930;ENST00000539011;ENST00000557818;ENST00000557846;ENST00000557917;ENST00000559054;ENST00000559645;ENST00000560618;ENST00000561190	10518
ENSG00000271746.1	NA	5.118675329	-1.547261563	1.116051026	-1.386371704	0.165633432	0.345080567	ENSG00000271746	ENST00000607670	---
ENSG00000149294.15	NCAM1	108.9726079	-1.546347638	0.452263648	-3.419128746	0.00062822	0.005524188	ENSG00000149294	ENST00000316851;ENST00000401611;ENST00000524916;ENST00000525355;ENST00000525691;ENST00000525973;ENST00000526322;ENST00000528158;ENST00000528590;ENST00000529356;ENST00000530090;ENST00000530543;ENST00000531044;ENST00000531817;ENST00000533073;ENST00000533226;ENST00000534046;ENST00000534516;ENST00000611284;ENST00000613217;ENST00000615112;ENST00000615285;ENST00000615525;ENST00000617166;ENST00000618266;ENST00000619839;ENST00000620046;ENST00000621128;ENST00000621518;ENST00000621850	4684
ENSG00000050030.12	KIAA2022	18.8885357	-1.546182098	0.652856046	-2.368335421	0.017868328	0.073022661	ENSG00000050030	ENST00000055682;ENST00000424929;ENST00000616200	340533
ENSG00000224198.1	NA	2.752089937	-1.545107837	1.535733482	-1.006104155	0.31436547	0.518482135	---	---	---
ENSG00000214797.3	NA	8.237411672	-1.544622318	0.754244982	-2.047905327	0.040569277	0.131497928	ENSG00000214797	ENST00000399003	---
ENSG00000273295.1	NA	24.45104174	-1.544250821	1.952390921	-0.790953699	0.428971011	0.625938066	ENSG00000273295	ENST00000609510	---
ENSG00000280003.1	NA	18.4675876	-1.543859913	0.516064221	-2.991604241	0.002775158	0.018059474	ENSG00000280003	ENST00000624096	---
ENSG00000171517.5	LPAR3	5.361957497	-1.543418447	1.094958357	-1.40956817	0.158667231	0.335880351	ENSG00000171517	ENST00000370611;ENST00000440886;ENST00000491034	23566
ENSG00000100321.13	SYNGR1	47.11145451	-1.543373689	0.483957038	-3.189071692	0.001427305	0.010751511	ENSG00000100321	ENST00000216155;ENST00000318801;ENST00000328933;ENST00000381535;ENST00000406293;ENST00000415332;ENST00000489206	9145
ENSG00000279663.1	NA	13.33315676	-1.543186354	0.686260056	-2.248690334	0.024532205	0.092271137	ENSG00000279663	ENST00000623477;ENST00000633055	---
ENSG00000214552.4	COPS8P2	11.32742161	-1.542054788	0.630518694	-2.445692415	0.014457428	0.062622703	ENSG00000214552	ENST00000473228	---
ENSG00000278939.1	NA	4.229680332	-1.541119022	1.070807526	-1.439211982	0.150090471	0.323737131	---	---	---
ENSG00000214562.12	NUTM2D	14.26305374	-1.540922768	0.560498458	-2.749200725	0.005974079	0.032335043	ENSG00000214562	ENST00000381697;ENST00000412718;ENST00000465545	728130
ENSG00000273381.1	NA	13.95129879	-1.540366955	0.711678731	-2.164413364	0.030432639	0.107265325	ENSG00000273381	ENST00000608358	---
ENSG00000105255.9	FSD1	3.094804409	-1.539815402	1.462735601	-1.052695649	0.292480504	0.49615995	ENSG00000105255	ENST00000221856;ENST00000594438;ENST00000597480;ENST00000597590;ENST00000598010;ENST00000598179;ENST00000599375;ENST00000601006;ENST00000601678;ENST00000601815	79187
ENSG00000271639.1	NA	5.407404313	-1.539252025	0.933143472	-1.649534152	0.099038253	0.245519173	ENSG00000271639	ENST00000604535	---
ENSG00000115884.9	SDC1	2.68478561	-1.539211907	1.909298553	-0.806166172	0.420147041	0.618775293	ENSG00000115884	ENST00000254351;ENST00000381150;ENST00000403076;ENST00000429035;ENST00000447124;ENST00000482879	6382
ENSG00000155714.12	PDZD9	8.300948254	-1.53863783	0.858169483	-1.792930022	0.072984114	0.198081573	ENSG00000155714	ENST00000424898;ENST00000523914;ENST00000537222	255762
ENSG00000166825.12	ANPEP	1346.35534	-1.538548385	0.31278473	-4.918873066	8.70E-07	2.19E-05	ENSG00000166825	ENST00000300060;ENST00000558177;ENST00000558740;ENST00000559761;ENST00000559874;ENST00000559887;ENST00000560028;ENST00000560030;ENST00000560137	290
ENSG00000204959.4	ARHGEF34P	9.758585979	-1.537954611	0.696506491	-2.20809803	0.02723744	0.099586366	ENSG00000204959	ENST00000483587	---
ENSG00000204054.10	LINC00963	223.3051457	-1.537634154	0.289850858	-5.304914958	1.13E-07	3.67E-06	ENSG00000204054	ENST00000412141;ENST00000419300;ENST00000423918;ENST00000427778;ENST00000444184;ENST00000453213;ENST00000454635;ENST00000454968;ENST00000607931;ENST00000608272;ENST00000608369;ENST00000608669;ENST00000622120;ENST00000622680;ENST00000622972;ENST00000623185;ENST00000624009;ENST00000624138;ENST00000624390;ENST00000625171	---
ENSG00000225460.1	NA	163.797595	-1.537606299	0.239783773	-6.412470211	1.43E-10	8.10E-09	ENSG00000225460	ENST00000430017	---
ENSG00000111249.12	CUX2	3.934635286	-1.536358264	1.100795186	-1.395680399	0.162810759	0.341269202	ENSG00000111249	ENST00000261726;ENST00000397643;ENST00000551604	23316
ENSG00000163704.10	PRRT3	13.16998416	-1.536301913	0.636404611	-2.414033284	0.015777021	0.066826128	ENSG00000163704	ENST00000295984;ENST00000411976;ENST00000412055	285368
ENSG00000197119.11	SLC25A29	64.4121403	-1.535736085	0.445737949	-3.44537881	0.00057026	0.005118949	ENSG00000197119	ENST00000359232;ENST00000392908;ENST00000553359;ENST00000553574;ENST00000554060;ENST00000554224;ENST00000554291;ENST00000554912;ENST00000555051;ENST00000555475;ENST00000555888;ENST00000555927;ENST00000555949;ENST00000556201;ENST00000556505;ENST00000556715;ENST00000556844;ENST00000556868;ENST00000556873;ENST00000557438	123096
ENSG00000270269.1	IMMP1LP1	6.377180502	-1.535649066	0.926917815	-1.656726241	0.097574835	0.242703454	ENSG00000270269	ENST00000605170	---
ENSG00000132972.17	RNF17	13.11521263	-1.535171882	2.438604239	-0.629528915	0.529002845	0.709256331	ENSG00000132972	ENST00000255324;ENST00000255325;ENST00000255326;ENST00000339524;ENST00000418120	56163
ENSG00000267670.1	NA	6.078796393	-1.534896626	0.855400453	-1.794360313	0.072755677	0.197623552	ENSG00000267670	ENST00000590528	---
ENSG00000270948.1	MTDHP1	5.195454159	-1.534027728	1.186809693	-1.292564206	0.196161826	0.384784829	ENSG00000270948	ENST00000605323	---
ENSG00000212128.2	TAS2R13	24.39298144	-1.533938067	0.482563443	-3.178728286	0.001479227	0.011022376	ENSG00000212128	ENST00000390677	50838
ENSG00000225213.2	NA	13.46422999	-1.5333077	0.735241039	-2.085449014	0.037028562	0.123360893	ENSG00000225213	ENST00000421480	---
ENSG00000234293.1	BACH1-IT3	7.51855974	-1.533214662	0.848954766	-1.806002774	0.070917906	0.194207093	ENSG00000234293	ENST00000429843	---
ENSG00000211952.3	IGHV4-28	4.540992281	-1.53316257	1.035478924	-1.480631362	0.138704833	0.308064033	ENSG00000211952	ENST00000390612	---
ENSG00000228069.1	MTCO3P29	8.25461364	-1.531927794	0.709627406	-2.158777664	0.03086742	0.108282617	ENSG00000228069	ENST00000432119	---
ENSG00000185730.6	ZNF696	23.06607521	-1.531540423	0.738261034	-2.074524255	0.038030649	0.12581532	ENSG00000185730	ENST00000330143;ENST00000518432;ENST00000518575;ENST00000520333;ENST00000521537;ENST00000523891	79943
ENSG00000268364.1	SMC5-AS1	12.56945597	-1.531445582	0.741665372	-2.064874051	0.038934919	0.127967576	ENSG00000268364	ENST00000594708	---
ENSG00000239704.9	CDRT4	7.47734704	-1.531192577	0.907387213	-1.687474271	0.091512193	0.231732489	ENSG00000239704	ENST00000519354;ENST00000520956;ENST00000524205;ENST00000619038	284040
ENSG00000185838.12	GNB1L	21.49218567	-1.530209984	0.462093734	-3.311470967	0.000928069	0.007584186	ENSG00000185838	ENST00000329517;ENST00000403325;ENST00000405009;ENST00000453108;ENST00000460402;ENST00000481086	54584
ENSG00000212743.2	NA	81.15517899	-1.530058974	0.378956597	-4.0375573	5.40E-05	0.000750545	ENSG00000212743	ENST00000391437	---
ENSG00000279374.1	NA	4.394109388	-1.529738758	0.992097175	-1.541924316	0.123091986	0.284530199	---	---	---
ENSG00000127249.13	ATP13A4	24.0454244	-1.528608252	0.446224588	-3.425647741	0.000613335	0.005419433	ENSG00000127249	ENST00000295548;ENST00000342695;ENST00000392443;ENST00000400270;ENST00000428352;ENST00000437904;ENST00000450950;ENST00000474776;ENST00000482964;ENST00000489140;ENST00000490925	84239
ENSG00000272843.1	NA	6.895132685	-1.527189194	0.84662017	-1.803865829	0.071252343	0.194897807	ENSG00000272843	ENST00000608799	---
ENSG00000225726.1	NA	20.526934	-1.526610653	0.585706312	-2.606443916	0.009148781	0.044715528	ENSG00000225726	ENST00000442564	---
ENSG00000154764.5	WNT7A	12.23982051	-1.526342936	0.584587156	-2.610975832	0.009028427	0.044304891	ENSG00000154764	ENST00000285018;ENST00000489346;ENST00000497808	7476
ENSG00000249715.8	FER1L5	4.024329518	-1.52598566	1.124983854	-1.356451165	0.174955663	0.357109409	ENSG00000249715	ENST00000436930;ENST00000457909;ENST00000505256;ENST00000623019;ENST00000623246;ENST00000624922	90342
ENSG00000267480.1	NA	11.60676436	-1.52579294	0.810189049	-1.883255448	0.059665758	0.172689064	ENSG00000267480	ENST00000587619	---
ENSG00000221326.1	NA	5.226480358	-1.525782978	0.987081497	-1.545751776	0.122164527	0.283270193	---	---	---
ENSG00000253811.1	NA	3.277362776	-1.525606936	1.115733269	-1.367358113	0.171513085	0.352387099	ENSG00000253811	ENST00000522582	---
ENSG00000100577.17	GSTZ1	56.04098079	-1.525306139	0.397437562	-3.837850985	0.000124116	0.001489829	ENSG00000100577	ENST00000216465;ENST00000349555;ENST00000361389;ENST00000393734;ENST00000553268;ENST00000553431;ENST00000553586;ENST00000553770;ENST00000553838;ENST00000554279;ENST00000554381;ENST00000554846;ENST00000555093;ENST00000555208;ENST00000555583;ENST00000556627;ENST00000556914;ENST00000557053;ENST00000557639	2954
ENSG00000233297.4	RASA4DP	3.494818358	-1.524205934	1.099674896	-1.386051404	0.165731208	0.345253932	ENSG00000233297	ENST00000460726	---
ENSG00000248671.6	NA	3.66987685	-1.523304132	1.005826044	-1.514480701	0.129903965	0.295181951	ENSG00000248671	ENST00000508969;ENST00000511954;ENST00000524714;ENST00000525473	285407
ENSG00000007314.10	SCN4A	11.66281077	-1.522907839	1.6472458	-0.924517664	0.355216859	0.558509373	ENSG00000007314	ENST00000435607;ENST00000581514;ENST00000584310	6329
ENSG00000268362.4	NA	35.49458512	-1.522094849	0.47788952	-3.185035003	0.001447365	0.010872206	ENSG00000268362	ENST00000594934;ENST00000597683	---
ENSG00000198523.5	PLN	175.1943821	-1.522078208	0.409907814	-3.713220768	0.000204638	0.002261706	ENSG00000198523	ENST00000357525	5350
ENSG00000211850.1	TRAJ39	2.843154224	-1.521749329	1.079026229	-1.410298738	0.158451491	0.335663435	ENSG00000211850	ENST00000390498	---
ENSG00000168646.11	AXIN2	50.21196898	-1.521144484	0.514091277	-2.95889962	0.003087397	0.019591015	ENSG00000168646	ENST00000307078;ENST00000375702;ENST00000544103;ENST00000577278;ENST00000578251;ENST00000580513;ENST00000585045;ENST00000611991;ENST00000618960	8313
ENSG00000207653.1	MIR558	8.580281697	-1.520052531	0.781344724	-1.945431362	0.051723083	0.15664271	ENSG00000207653	ENST00000384920	693143
ENSG00000183688.4	RFLNB	972.5700043	-1.520028075	0.275238917	-5.522576869	3.34E-08	1.20E-06	ENSG00000183688	ENST00000329099	359845
ENSG00000139289.12	PHLDA1	31.5504438	-1.519598899	0.416986665	-3.644238594	0.000268185	0.002809479	ENSG00000139289	ENST00000266671;ENST00000602540;ENST00000619060	22822
ENSG00000273108.1	NA	6.441407517	-1.519273935	0.818753267	-1.855594347	0.0635114	0.180168094	ENSG00000273108	ENST00000609691	---
ENSG00000234043.3	NUDT9P1	3.033525291	-1.519264509	1.327886004	-1.144122692	0.252572758	0.453891933	ENSG00000234043	ENST00000477230	---
ENSG00000117281.14	CD160	160.6818122	-1.518762532	0.326601896	-4.65019509	3.32E-06	6.97E-05	ENSG00000117281	ENST00000235933;ENST00000369288;ENST00000401557;ENST00000584442;ENST00000616463	11126
ENSG00000236576.1	NA	14.94435521	-1.518447959	0.541906204	-2.80204941	0.00507791	0.028445653	ENSG00000236576	ENST00000422654	---
ENSG00000277922.1	NA	2.602811085	-1.517907798	1.277359287	-1.188317034	0.234708529	0.432812314	ENSG00000277922	ENST00000618701	---
ENSG00000274387.1	NA	5.538990091	-1.516214683	0.837795788	-1.809766418	0.070332018	0.193152502	ENSG00000274387	ENST00000615819	---
ENSG00000140093.8	SERPINA10	7.100755542	-1.516135085	1.129782497	-1.341970768	0.179605474	0.362869181	ENSG00000140093	ENST00000261994;ENST00000393096;ENST00000554173;ENST00000554723	51156
ENSG00000124608.4	AARS2	42.35297741	-1.516024468	0.407707837	-3.718408941	0.000200482	0.00222406	ENSG00000124608	ENST00000244571;ENST00000491573	57505
ENSG00000225025.2	KIF4CP	5.069658158	-1.515926446	1.152773217	-1.315025735	0.188501254	0.374114627	ENSG00000225025	ENST00000422742	---
ENSG00000227719.1	NA	5.59893128	-1.515690742	1.198051272	-1.265130113	0.20582469	0.396770688	ENSG00000227719	ENST00000449931	---
ENSG00000250280.2	NA	4.893886732	-1.515129696	1.325569416	-1.143002907	0.253037384	0.454313637	ENSG00000250280	ENST00000545709	---
ENSG00000158813.16	EDA	10.42971311	-1.514462833	0.791778157	-1.912736313	0.055781818	0.164705388	ENSG00000158813	ENST00000338901;ENST00000374548;ENST00000374552;ENST00000374553;ENST00000502251;ENST00000503592;ENST00000510681;ENST00000524573;ENST00000525810;ENST00000527388;ENST00000530321;ENST00000533317;ENST00000616899	1896
ENSG00000242337.4	TFP1	2.782888346	-1.514330501	1.249715212	-1.211740473	0.225611741	0.421629761	ENSG00000242337	ENST00000460564;ENST00000475455;ENST00000490470;ENST00000497521	---
ENSG00000113296.13	THBS4	49.89976436	-1.514055332	0.408156523	-3.709496839	0.000207672	0.002280465	ENSG00000113296	ENST00000350881;ENST00000504720;ENST00000510218;ENST00000511733;ENST00000511888;ENST00000513310;ENST00000515510	7060
ENSG00000196557.9	CACNA1H	5.165896335	-1.513632822	1.122200871	-1.348807385	0.177398842	0.360160516	ENSG00000196557	ENST00000348261;ENST00000358590;ENST00000562079;ENST00000564231;ENST00000564954;ENST00000565831;ENST00000569107;ENST00000569953;ENST00000637236;ENST00000638323;ENST00000639478;ENST00000640028	8912
ENSG00000004838.12	ZMYND10	15.48247582	-1.513192649	0.780279211	-1.939296379	0.05246526	0.158124347	ENSG00000004838	ENST00000231749;ENST00000360165;ENST00000431869;ENST00000442887;ENST00000443080;ENST00000468182;ENST00000475688;ENST00000478269;ENST00000490675	51364
ENSG00000105492.14	SIGLEC6	19.28963001	-1.512792691	0.672523518	-2.249427195	0.02448533	0.092131065	ENSG00000105492	ENST00000343300;ENST00000346477;ENST00000359982;ENST00000391797;ENST00000425629;ENST00000436458;ENST00000474054;ENST00000489837;ENST00000496422	946
ENSG00000252908.1	RNU6-1003P	4.665405259	-1.51264363	1.060247344	-1.426689384	0.153669447	0.328764694	ENSG00000252908	ENST00000517099	---
ENSG00000279792.1	NA	17.21131543	-1.511549315	0.706243118	-2.140267672	0.032333141	0.112031829	ENSG00000279792	ENST00000624336	---
ENSG00000225151.9	GOLGA2P7	3.956220724	-1.511311038	0.964294422	-1.567271368	0.117051275	0.275218885	ENSG00000225151	ENST00000316967;ENST00000400817;ENST00000557881;ENST00000557980;ENST00000558526;ENST00000559654;ENST00000559668;ENST00000559990;ENST00000560408;ENST00000561015	---
ENSG00000267838.2	NA	22.53376833	-1.511036008	0.513643215	-2.941800777	0.003263098	0.020384258	ENSG00000267838	ENST00000599382	---
ENSG00000250057.1	NA	5.644903107	-1.510752965	0.953613924	-1.584239624	0.113139199	0.268993979	ENSG00000250057	ENST00000515670	---
ENSG00000272305.4	NA	12.32015257	-1.510743354	0.707092748	-2.136556141	0.03263411	0.112613806	ENSG00000272305	ENST00000607203;ENST00000607283;ENST00000607495	---
ENSG00000215630.6	GUSBP9	8.356128052	-1.510419608	0.835410521	-1.807996872	0.070606987	0.193713673	ENSG00000215630	ENST00000510138	---
ENSG00000255185.4	PDXDC2P	4.430284774	-1.510333956	1.160352087	-1.301616961	0.193047359	0.38043007	ENSG00000255185	ENST00000525173;ENST00000527016;ENST00000529118;ENST00000533264;ENST00000534580;ENST00000534700	---
ENSG00000174928.14	C3orf33	7.560889855	-1.510012612	0.723723118	-2.08645071	0.036937816	0.123179743	ENSG00000174928	ENST00000340171;ENST00000465810;ENST00000482061;ENST00000486435;ENST00000534941	285315
ENSG00000227811.2	FAM212B-AS1	9.042787598	-1.509859755	0.754032828	-2.002379338	0.045243949	0.142002839	ENSG00000227811	ENST00000430373;ENST00000524935	100506343
ENSG00000224769.1	MUC20P1	6.473128936	-1.509767323	1.155790884	-1.306263394	0.191463001	0.37833456	ENSG00000224769	ENST00000457750	---
ENSG00000242880.1	NA	5.348591937	-1.509642044	0.78793062	-1.915958086	0.055370431	0.164083351	ENSG00000242880	ENST00000459855	---
ENSG00000250067.10	YJEFN3	3.370096066	-1.509634488	1.390150814	-1.085950152	0.277501047	0.480724685	ENSG00000250067	ENST00000436027;ENST00000458210;ENST00000514277	374887
ENSG00000021300.12	PLEKHB1	45.11052711	-1.509221637	0.486417219	-3.102730698	0.00191744	0.013485419	ENSG00000021300	ENST00000227214;ENST00000354190;ENST00000398492;ENST00000398494;ENST00000426191;ENST00000535129;ENST00000535582;ENST00000536527;ENST00000538227;ENST00000539157;ENST00000540157;ENST00000540431;ENST00000541597;ENST00000541760;ENST00000542389;ENST00000543085;ENST00000543524;ENST00000544282;ENST00000544532;ENST00000545106;ENST00000545798;ENST00000546251	58473
ENSG00000184261.4	KCNK12	20.12418616	-1.508830832	0.506861858	-2.976808788	0.002912656	0.018728055	ENSG00000184261	ENST00000327876;ENST00000493527	56660
ENSG00000206704.1	NA	5.45740524	-1.50820627	1.349922109	-1.117254292	0.263885613	0.466512768	ENSG00000206704	ENST00000383977	---
ENSG00000174885.11	NLRP6	89.1538478	-1.508074619	0.333250428	-4.525349383	6.03E-06	0.000115556	ENSG00000174885	ENST00000312165;ENST00000527946;ENST00000534750	171389
ENSG00000228212.1	OFD1P17	14.76892317	-1.507517315	0.609591687	-2.472995197	0.013398594	0.059040981	ENSG00000228212	ENST00000437639	---
ENSG00000143858.10	SYT2	292.013049	-1.507162314	0.318885698	-4.726340268	2.29E-06	5.07E-05	ENSG00000143858	ENST00000367267;ENST00000367268	127833
ENSG00000280138.1	NA	278.4981876	-1.507134853	0.24293092	-6.203964713	5.51E-10	2.86E-08	ENSG00000280138	ENST00000623210	---
ENSG00000257964.1	NA	11.28778349	-1.506586662	0.731701334	-2.059018607	0.039492456	0.129173242	ENSG00000257964	ENST00000550644	---
ENSG00000255455.2	NA	84.79608472	-1.50651925	0.420850385	-3.579702673	0.000343985	0.003407798	ENSG00000255455	ENST00000525716	103611081
ENSG00000181409.10	AATK	127.6773469	-1.506511233	0.342670874	-4.39637958	1.10E-05	0.00019358	ENSG00000181409	ENST00000326724;ENST00000374792;ENST00000417379;ENST00000570932;ENST00000572339;ENST00000572798;ENST00000573441;ENST00000573469;ENST00000575363;ENST00000576053	9625
ENSG00000237972.1	TUBG1P	14.40659935	-1.506411448	0.793072837	-1.899461659	0.057503803	0.16799047	ENSG00000237972	ENST00000418303	---
ENSG00000197077.11	KIAA1671	53.51294386	-1.506372926	0.645337254	-2.334241387	0.019583086	0.078362806	ENSG00000197077	ENST00000358431;ENST00000401395;ENST00000406486;ENST00000461374;ENST00000494730;ENST00000637069	85379
ENSG00000178222.11	RNF212	28.56394202	-1.505767402	0.533511994	-2.82236842	0.004767038	0.027199078	ENSG00000178222	ENST00000333673;ENST00000382968;ENST00000433731;ENST00000454487;ENST00000503206;ENST00000505693;ENST00000505730;ENST00000506730;ENST00000508428;ENST00000508633;ENST00000510715;ENST00000511620;ENST00000512552;ENST00000514024;ENST00000514757	285498
